,Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
565,33,Male,Salaried,Married,Graduate,1,Yes,Yes,No,42700,0.0,42700,39000,Sedan
566,33,Male,Business,Married,Graduate,2,Yes,No,No,41700,0.0,41700,41000,Sedan
567,33,Female,Salaried,Married,Graduate,1,No,No,No,41500,0.0,41500,33000,Sedan
568,33,Male,Salaried,Married,Graduate,1,No,Yes,No,40700,0.0,40700,49000,Sedan
569,33,Female,Salaried,Married,Graduate,1,No,No,No,39800,0.0,39800,42000,Sedan
570,33,Female,Salaried,Married,Graduate,2,Yes,Yes,No,36800,0.0,36800,38000,Sedan
571,33,Male,Salaried,Married,Graduate,1,Yes,No,No,36300,0.0,36300,31000,Sedan
572,32,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,64400,40400.0,104800,44000,Sedan
573,32,Male,Business,Married,Post Graduate,1,No,No,Yes,62800,40700.0,103500,39000,Sedan
574,32,Male,Business,Married,Post Graduate,1,No,Yes,Yes,61500,38900.0,100400,46000,Sedan
575,32,Female,Business,Married,Post Graduate,2,Yes,Yes,Yes,59700,40500.0,100200,43000,Sedan
576,32,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,56600,38500.0,95100,50000,Sedan
577,32,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,62900,30900.0,93800,33000,Sedan
578,32,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,56000,40100.0,96100,31000,Sedan
579,32,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,61400,23800.0,85200,53000,Sedan
580,32,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,61400,23800.0,85200,37000,Sedan
581,32,Male,Salaried,Married,Graduate,2,No,No,Yes,44300,40800.0,85100,35000,Sedan
582,32,Male,Business,Married,Graduate,2,Yes,No,Yes,43000,40800.0,83800,52000,Sedan
583,32,Female,Salaried,Married,Graduate,2,No,Yes,Yes,43800,40200.0,84000,47000,Sedan
584,32,Female,Business,Married,Graduate,2,Yes,No,Yes,38900,40100.0,79000,50000,Sedan
585,32,Male,Salaried,Married,Graduate,1,Yes,Yes,Yes,36700,40200.0,76900,36000,Sedan
586,32,Male,Business,Married,Post Graduate,1,No,No,No,64300,0.0,64300,45000,Sedan
587,32,Male,Salaried,Single,Post Graduate,1,No,Yes,No,63300,0.0,63300,43000,Sedan
588,32,Female,Salaried,Married,Post Graduate,2,No,Yes,No,62100,0.0,62100,44000,Sedan
589,32,Male,Salaried,Married,Post Graduate,1,Yes,No,No,62500,0.0,62500,40000,Sedan
590,32,Male,Salaried,Single,Post Graduate,2,No,Yes,No,62100,0.0,62100,34000,Sedan
591,32,Female,Salaried,Married,Post Graduate,2,No,Yes,No,61600,0.0,61600,39000,SUV
592,32,Female,Business,Married,Post Graduate,2,No,Yes,No,61500,0.0,61500,37000,Sedan
593,32,Female,Salaried,Married,Post Graduate,1,Yes,No,No,60200,0.0,60200,48000,Sedan
594,32,Female,Salaried,Married,Post Graduate,2,No,No,No,59100,0.0,59100,53000,Sedan
595,32,Female,Salaried,Married,Post Graduate,1,No,Yes,No,57700,0.0,57700,40000,SUV
596,32,Male,Salaried,Married,Post Graduate,1,No,No,No,56300,0.0,56300,52000,Sedan
597,32,Female,Business,Married,Graduate,1,Yes,Yes,No,44700,0.0,44700,51000,Sedan
598,32,Male,Business,Married,Graduate,1,No,No,No,43900,0.0,43900,53000,Sedan
599,32,Female,Salaried,Married,Graduate,1,Yes,No,No,41600,0.0,41600,48000,Sedan
600,32,Female,Salaried,Married,Graduate,2,Yes,No,No,37900,0.0,37900,49000,SUV
601,32,Male,Business,Married,Graduate,1,No,No,No,36300,0.0,36300,41000,Sedan
602,31,Male,Business,Married,Post Graduate,1,Yes,No,Yes,60900,40000.0,100900,32000,Sedan
603,31,Male,Business,Married,Post Graduate,1,No,No,Yes,61400,38200.0,99600,51000,Sedan
604,31,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,59800,40400.0,100200,45000,SUV
605,31,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,58500,40900.0,99400,36000,Sedan
606,31,Female,Business,Married,Post Graduate,1,Yes,Yes,Yes,57000,30800.0,87800,32000,SUV
607,31,Male,Business,Married,Graduate,2,No,No,Yes,43900,40200.0,84100,36000,Sedan
608,31,Male,Business,Married,Graduate,2,Yes,No,Yes,42700,38400.0,81100,49000,Sedan
609,31,Male,Salaried,Married,Graduate,2,No,Yes,Yes,42600,38500.0,81100,48000,Sedan
610,31,Female,Business,Married,Graduate,1,Yes,Yes,Yes,39900,38700.0,78600,51000,SUV
611,31,Male,Business,Married,Graduate,1,Yes,Yes,Yes,37200,40000.0,77200,45000,Sedan
612,31,Male,Business,Married,Graduate,2,Yes,No,Yes,36600,38200.0,74800,55000,Sedan
613,31,Male,Salaried,Married,Post Graduate,1,No,Yes,No,65500,0.0,65500,46000,Sedan
614,31,Male,Business,Married,Post Graduate,1,No,Yes,No,63000,0.0,63000,35000,Sedan
615,31,Male,Business,Married,Post Graduate,1,No,No,No,60700,0.0,60700,39000,Sedan
616,31,Female,Salaried,Married,Post Graduate,1,No,Yes,No,60900,0.0,60900,35000,Sedan
617,31,Male,Salaried,Married,Post Graduate,2,Yes,No,No,58300,0.0,58300,49000,Sedan
618,31,Male,Salaried,Married,Post Graduate,1,Yes,No,No,58800,0.0,58800,31000,Sedan
619,31,Female,Salaried,Married,Graduate,1,No,Yes,No,42200,0.0,42200,48000,SUV
620,31,Female,Salaried,Married,Graduate,2,No,Yes,No,40300,0.0,40300,37000,Sedan
621,31,Male,Business,Married,Graduate,2,Yes,No,No,39400,0.0,39400,37000,Sedan
622,31,Male,Business,Married,Graduate,1,No,No,No,38900,0.0,38900,53000,Sedan
623,30,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,80600,40400.0,121000,30000,Hatchback
624,30,Male,Business,Married,Post Graduate,2,Yes,No,Yes,78500,40800.0,119300,31000,Sedan
625,30,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,72900,45700.0,118600,31000,Hatchback
626,30,Male,Business,Married,Post Graduate,3,No,Yes,Yes,74000,40000.0,114000,25000,Hatchback
627,30,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,72400,40200.0,112600,22000,Hatchback
628,30,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,77300,32700.0,110000,28000,Sedan
629,30,Female,Salaried,Married,Post Graduate,3,No,No,Yes,78700,30600.0,109300,25000,Hatchback
630,30,Male,Business,Married,Post Graduate,2,Yes,No,Yes,65600,40400.0,106000,34000,Sedan
631,30,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,77300,28200.0,105500,33000,Hatchback
632,30,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,65400,38900.0,104300,42000,Sedan
633,30,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,63900,40800.0,104700,41000,Sedan
634,30,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,58100,45600.0,103700,39000,Sedan
635,30,Male,Salaried,Married,Post Graduate,2,No,No,Yes,75900,28000.0,103900,29000,Hatchback
636,30,Male,Business,Married,Post Graduate,2,No,Yes,Yes,62700,40000.0,102700,53000,Sedan
637,30,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,72300,30300.0,102600,23000,Hatchback
638,30,Male,Business,Married,Post Graduate,3,No,Yes,Yes,62700,40900.0,103600,21000,Sedan
639,30,Male,Salaried,Married,Post Graduate,1,No,Yes,Yes,63400,38200.0,101600,47000,Sedan
640,30,Male,Salaried,Married,Post Graduate,2,No,No,Yes,61100,40600.0,101700,33000,Hatchback
641,30,Male,Salaried,Married,Post Graduate,2,No,No,Yes,76300,600.0,76900,20000,Hatchback
642,30,Male,Business,Married,Post Graduate,3,Yes,No,Yes,70300,30900.0,101200,24000,Sedan
643,30,Male,Salaried,Married,Post Graduate,3,No,No,Yes,69300,30900.0,100200,23000,Sedan
644,30,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,66200,32600.0,98800,28000,Sedan
645,30,Male,Business,Married,Post Graduate,2,No,No,Yes,68400,30200.0,98600,24000,Hatchback
646,30,Female,Salaried,Married,Post Graduate,2,No,No,Yes,59200,38200.0,97400,48000,Sedan
647,30,Male,Business,Married,Post Graduate,2,No,No,Yes,56600,40600.0,97200,38000,Sedan
648,30,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,66600,30000.0,96600,24000,Hatchback
649,30,Male,Salaried,Married,Graduate,3,No,No,Yes,56800,40000.0,96800,23000,Sedan
650,30,Male,Business,Married,Post Graduate,4,No,No,Yes,67900,28600.0,96500,32000,Hatchback
651,30,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,64500,30100.0,94600,24000,Sedan
652,30,Male,Business,Married,Post Graduate,3,No,Yes,Yes,65100,28500.0,93600,32000,Hatchback
653,30,Male,Business,Married,Post Graduate,1,Yes,No,Yes,62300,600.0,62900,33000,Sedan
654,30,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,64700,28500.0,93200,30000,Hatchback
655,30,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,62600,30900.0,93500,28000,Hatchback
656,30,Male,Business,Married,Post Graduate,2,Yes,Yes,Yes,67100,25100.0,92200,19000,Sedan
657,30,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,65900,26700.0,92600,55000,Sedan
658,30,Male,Business,Married,Post Graduate,4,No,Yes,Yes,62700,28000.0,90700,30000,Hatchback
659,30,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,65300,25100.0,90400,21000,Sedan
660,30,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,61900,28200.0,90100,29000,Hatchback
661,30,Male,Business,Married,Post Graduate,4,No,No,Yes,67700,26600.0,94300,18000,Sedan
662,30,Male,Salaried,Married,Post Graduate,2,No,No,Yes,63400,24200.0,87600,48000,Sedan
663,30,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,60200,700.0,60900,20000,Hatchback
664,30,Male,Salaried,Married,Graduate,3,No,No,Yes,54300,30100.0,84400,25000,Hatchback
665,30,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,43900,40700.0,84600,39000,Sedan
666,30,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,53700,30600.0,84300,26000,Sedan
667,30,Male,Business,Married,Graduate,3,No,No,Yes,57200,25900.0,83100,20000,Sedan
668,30,Male,Salaried,Married,Graduate,2,No,No,Yes,41300,40100.0,81400,37000,Sedan
669,30,Male,Business,Married,Graduate,2,No,No,Yes,41200,40800.0,82000,26000,Sedan
670,30,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,51400,30000.0,81400,23000,Hatchback
671,30,Male,Business,Single,Post Graduate,2,No,No,No,80100,0.0,80100,32000,Hatchback
672,30,Male,Business,Married,Post Graduate,2,Yes,No,No,80900,0.0,80900,30000,Hatchback
673,30,Male,Salaried,Married,Graduate,1,Yes,Yes,Yes,38900,40900.0,79800,51000,Sedan
674,30,Female,Business,Married,Graduate,1,No,Yes,Yes,38200,38700.0,76900,53000,Sedan
675,30,Male,Business,Married,Graduate,4,Yes,Yes,Yes,52700,24200.0,76900,29000,Sedan
676,30,Male,Business,Married,Graduate,4,No,No,Yes,54400,22100.0,76500,29000,Hatchback
677,30,Female,Business,Married,Graduate,2,Yes,Yes,Yes,37000,38800.0,75800,41000,Sedan
678,30,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,45600,30300.0,75900,26000,Sedan
679,30,Male,Salaried,Married,Graduate,3,No,Yes,Yes,50000,25400.0,75400,19000,Sedan
680,30,Male,Salaried,Single,Post Graduate,2,Yes,Yes,No,74900,0.0,74900,31000,Hatchback
681,30,Male,Salaried,Married,Post Graduate,3,Yes,No,No,73900,0.0,73900,33000,Hatchback
682,30,Male,Business,Married,Graduate,3,No,Yes,Yes,45000,28400.0,73400,29000,Hatchback
683,30,Male,Salaried,Married,Post Graduate,3,No,No,No,73000,0.0,73000,23000,Sedan
684,30,Male,Business,Married,Graduate,3,No,Yes,Yes,43600,30100.0,73700,22000,Hatchback
685,30,Male,Business,Married,Post Graduate,3,No,Yes,No,73600,0.0,73600,20000,Hatchback
686,30,Male,Business,Married,Graduate,3,Yes,Yes,Yes,45300,27800.0,73100,25000,Hatchback
687,30,Male,Business,Married,Graduate,4,Yes,Yes,Yes,43800,28300.0,72100,30000,Hatchback
688,30,Male,Business,Married,Post Graduate,3,Yes,No,No,71000,0.0,71000,28000,Hatchback
689,30,Male,Salaried,Single,Post Graduate,2,No,No,No,71600,0.0,71600,28000,Hatchback
690,30,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,70800,0.0,70800,32000,Hatchback
691,30,Male,Salaried,Married,Graduate,4,Yes,Yes,Yes,42200,28300.0,70500,30000,Hatchback
692,30,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,70200,0.0,70200,28000,Sedan
693,30,Male,Salaried,Married,Post Graduate,3,Yes,No,No,70600,0.0,70600,24000,Sedan
694,30,Male,Business,Married,Graduate,3,No,No,Yes,45900,25500.0,71400,21000,Sedan
695,30,Male,Salaried,Married,Post Graduate,3,No,No,No,70400,0.0,70400,21000,Sedan
696,30,Male,Business,Married,Post Graduate,2,Yes,Yes,No,70500,0.0,70500,20000,Hatchback
697,30,Male,Salaried,Married,Post Graduate,4,No,Yes,No,69600,0.0,69600,32000,Hatchback
698,30,Male,Business,Married,Graduate,3,No,No,Yes,44200,800.0,45000,20000,Hatchback
699,30,Male,Business,Married,Graduate,2,No,No,Yes,42600,800.0,43400,18000,Sedan
700,30,Male,Business,Married,Post Graduate,3,Yes,Yes,No,67700,0.0,67700,28000,Sedan
701,30,Male,Business,Single,Post Graduate,0,Yes,No,No,67000,0.0,67000,22000,Hatchback
702,30,Male,Business,Married,Post Graduate,3,No,No,No,67200,0.0,67200,20000,Sedan
703,30,Male,Salaried,Married,Graduate,3,No,No,Yes,40100,26600.0,66700,31000,Sedan
704,30,Male,Salaried,Married,Post Graduate,3,No,Yes,No,65800,0.0,65800,32000,Hatchback
705,30,Male,Business,Single,Post Graduate,2,No,No,No,65500,0.0,65500,30000,Hatchback
706,30,Male,Business,Married,Post Graduate,3,Yes,No,No,65100,0.0,65100,27000,Sedan
707,30,Female,Salaried,Married,Post Graduate,3,No,No,No,65900,0.0,65900,25000,Hatchback
708,30,Male,Salaried,Married,Post Graduate,3,Yes,No,No,65400,0.0,65400,23000,Sedan
709,30,Male,Salaried,Married,Post Graduate,3,No,No,No,65500,0.0,65500,20000,Hatchback
710,30,Male,Business,Single,Post Graduate,2,Yes,Yes,No,64900,0.0,64900,30000,Hatchback
711,30,Female,Salaried,Married,Post Graduate,3,Yes,No,No,64500,0.0,64500,29000,Hatchback
712,30,Male,Business,Single,Post Graduate,1,Yes,No,No,63600,0.0,63600,53000,Sedan
713,30,Male,Salaried,Married,Graduate,1,Yes,No,Yes,36000,26800.0,62800,49000,Sedan
714,30,Female,Business,Married,Post Graduate,1,Yes,No,No,62200,0.0,62200,31000,SUV
715,30,Male,Salaried,Married,Post Graduate,3,No,Yes,No,62400,0.0,62400,18000,Sedan
716,30,Male,Salaried,Married,Post Graduate,1,Yes,No,No,61800,0.0,61800,36000,Sedan
717,30,Female,Salaried,Married,Post Graduate,2,No,No,No,61500,0.0,61500,34000,Sedan
718,30,Male,Business,Married,Post Graduate,2,Yes,No,No,61300,0.0,61300,31000,Sedan
719,30,Male,Business,Married,Graduate,2,Yes,No,Yes,35500,24000.0,59500,43000,Sedan
720,30,Female,Salaried,Married,Graduate,2,No,Yes,No,58100,0.0,58100,32000,Hatchback
721,30,Male,Business,Married,Graduate,3,No,Yes,No,57700,0.0,57700,27000,Sedan
722,30,Male,Business,Married,Graduate,4,Yes,No,No,56500,0.0,56500,31000,Sedan
723,30,Male,Business,Single,Graduate,2,Yes,No,No,56300,0.0,56300,23000,Hatchback
724,30,Male,Salaried,Married,Graduate,2,No,Yes,No,54800,0.0,54800,31000,Sedan
725,30,Male,Salaried,Married,Graduate,3,Yes,Yes,No,53200,0.0,53200,26000,Hatchback
726,30,Female,Salaried,Married,Graduate,4,Yes,Yes,No,52700,0.0,52700,30000,Hatchback
727,30,Male,Business,Married,Graduate,3,Yes,No,No,51300,0.0,51300,24000,Sedan
728,30,Male,Business,Married,Graduate,3,Yes,No,No,49500,0.0,49500,23000,Sedan
729,30,Male,Salaried,Single,Graduate,2,No,Yes,No,46000,0.0,46000,26000,Hatchback
730,30,Female,Salaried,Married,Graduate,1,Yes,No,No,44800,0.0,44800,50000,Sedan
731,30,Male,Salaried,Married,Graduate,2,Yes,No,No,43600,0.0,43600,33000,Hatchback
732,30,Male,Business,Married,Graduate,1,No,No,No,42700,0.0,42700,33000,Sedan
733,30,Male,Salaried,Married,Graduate,4,No,Yes,No,42300,0.0,42300,31000,Hatchback
734,30,Male,Salaried,Married,Graduate,4,No,No,No,41900,0.0,41900,32000,Hatchback
735,30,Male,Salaried,Married,Graduate,3,No,No,No,40300,0.0,40300,19000,Sedan
736,30,Female,Salaried,Married,Graduate,1,Yes,Yes,No,38100,0.0,38100,51000,SUV
737,30,Male,Salaried,Married,Graduate,2,Yes,No,No,38800,0.0,38800,37000,Sedan
738,30,Male,Business,Married,Graduate,1,No,No,No,37100,0.0,37100,54000,Sedan
739,30,Male,Salaried,Married,Graduate,2,No,Yes,No,37100,0.0,37100,34000,Sedan
740,29,Male,Business,Married,Post Graduate,2,No,No,Yes,79000,40600.0,119600,20000,Hatchback
741,29,Male,Business,Married,Post Graduate,3,Yes,No,Yes,71500,40900.0,112400,25000,Hatchback
742,29,Male,Business,Married,Post Graduate,2,Yes,No,Yes,76100,32400.0,108500,28000,Hatchback
743,29,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,79700,28800.0,108500,32000,Hatchback
744,29,Male,Salaried,Married,Post Graduate,4,No,No,Yes,78600,28600.0,107200,32000,Hatchback
745,29,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,74900,32300.0,107200,29000,Sedan
746,29,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,76800,30600.0,107400,22000,Hatchback
747,29,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,65000,40000.0,105000,23000,Sedan
748,29,Male,Business,Married,Post Graduate,3,No,Yes,Yes,75200,30100.0,105300,22000,Hatchback
749,29,Male,Business,Married,Post Graduate,2,No,Yes,Yes,64200,40900.0,105100,37000,Sedan
750,29,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,64900,40800.0,105700,24000,Sedan
751,29,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,73800,30200.0,104000,31000,Sedan
752,29,Female,Business,Married,Post Graduate,1,Yes,No,Yes,64700,38600.0,103300,53000,Sedan
753,29,Male,Salaried,Married,Post Graduate,3,No,No,Yes,70800,32900.0,103700,28000,Hatchback
754,29,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,75400,27600.0,103000,25000,Hatchback
755,29,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,77300,25500.0,102800,19000,Sedan
756,29,Male,Business,Married,Post Graduate,3,No,Yes,Yes,75600,27900.0,103500,19000,Sedan
757,29,Female,Business,Married,Post Graduate,2,No,No,Yes,63300,38300.0,101600,49000,SUV
758,29,Male,Business,Married,Post Graduate,1,Yes,No,Yes,63600,38100.0,101700,46000,Sedan
759,29,Female,Business,Married,Post Graduate,2,Yes,No,Yes,61800,40100.0,101900,36000,SUV
760,29,Male,Salaried,Married,Post Graduate,4,No,No,Yes,66300,35500.0,101800,29000,Hatchback
761,29,Male,Business,Married,Graduate,3,Yes,No,Yes,60700,40000.0,100700,30000,Hatchback
762,29,Male,Business,Married,Post Graduate,2,Yes,No,Yes,61900,38800.0,100700,50000,Sedan
763,29,Male,Salaried,Married,Post Graduate,2,No,No,Yes,63700,35700.0,99400,42000,Sedan
764,29,Female,Business,Married,Post Graduate,1,Yes,Yes,Yes,59800,38000.0,97800,52000,SUV
765,29,Male,Salaried,Married,Post Graduate,4,No,No,Yes,65600,32600.0,98200,28000,Sedan
766,29,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,57000,38100.0,95100,47000,Sedan
767,29,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,64400,30300.0,94700,22000,Hatchback
768,29,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,64100,30100.0,94200,22000,Hatchback
769,29,Female,Business,Married,Post Graduate,2,Yes,No,Yes,55100,38700.0,93800,48000,Sedan
770,29,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,65500,28800.0,94300,33000,Hatchback
771,29,Male,Business,Married,Post Graduate,2,No,No,Yes,61900,30700.0,92600,32000,Sedan
772,29,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,61600,30300.0,91900,22000,Hatchback
773,29,Male,Salaried,Married,Graduate,4,Yes,Yes,Yes,58100,32400.0,90500,28000,Hatchback
774,29,Male,Salaried,Married,Graduate,2,Yes,No,Yes,58000,32300.0,90300,28000,Sedan
775,29,Male,Business,Married,Graduate,3,No,No,Yes,50900,40000.0,90900,23000,Sedan
776,29,Male,Business,Married,Post Graduate,2,No,No,Yes,60900,30800.0,91700,22000,Sedan
777,29,Male,Salaried,Married,Graduate,4,Yes,No,Yes,56500,32900.0,89400,29000,Hatchback
778,29,Male,Business,Married,Graduate,4,Yes,No,Yes,56400,32400.0,88800,27000,Sedan
779,29,Male,Salaried,Married,Graduate,3,No,Yes,Yes,59000,28700.0,87700,29000,Hatchback
780,29,Male,Salaried,Married,Graduate,4,No,No,Yes,52600,35100.0,87700,28000,Hatchback
781,29,Male,Salaried,Married,Graduate,4,No,No,Yes,47600,40200.0,87800,27000,Sedan
782,29,Male,Business,Married,Graduate,3,Yes,No,Yes,47100,40400.0,87500,26000,Sedan
783,29,Male,Business,Married,Graduate,2,No,Yes,Yes,59900,27900.0,87800,32000,Hatchback
784,29,Male,Business,Married,Post Graduate,3,No,No,Yes,61800,25000.0,86800,18000,Sedan
785,29,Male,Business,Married,Graduate,4,Yes,Yes,Yes,45900,40600.0,86500,32000,Hatchback
786,29,Male,Business,Married,Graduate,3,Yes,No,Yes,40000,45600.0,85600,22000,Hatchback
787,29,Male,Business,Married,Post Graduate,2,Yes,No,Yes,60700,25500.0,86200,20000,Hatchback
788,29,Female,Business,Married,Graduate,2,No,No,Yes,42400,40700.0,83100,46000,Sedan
789,29,Male,Business,Married,Graduate,3,No,No,Yes,56700,25000.0,81700,20000,Sedan
790,29,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,52000,28400.0,80400,33000,Hatchback
791,29,Male,Salaried,Married,Graduate,2,No,Yes,Yes,55100,900.0,56000,20000,Hatchback
792,29,Male,Business,Single,Post Graduate,2,Yes,No,No,79100,0.0,79100,32000,Hatchback
793,29,Male,Business,Married,Graduate,2,No,No,Yes,53200,26600.0,79800,30000,Hatchback
794,29,Male,Business,Single,Post Graduate,2,No,Yes,No,78700,0.0,78700,32000,Hatchback
795,29,Male,Business,Married,Post Graduate,2,Yes,Yes,No,78700,0.0,78700,21000,Sedan
796,29,Male,Salaried,Married,Graduate,3,No,Yes,Yes,52800,25400.0,78200,20000,Hatchback
797,29,Male,Business,Married,Post Graduate,2,Yes,Yes,No,77700,0.0,77700,20000,Sedan
798,29,Male,Salaried,Married,Post Graduate,4,No,No,No,76900,0.0,76900,18000,Sedan
799,29,Male,Salaried,Married,Post Graduate,3,Yes,No,No,75600,0.0,75600,23000,Sedan
800,29,Male,Salaried,Married,Graduate,3,No,No,Yes,44300,30300.0,74600,26000,Sedan
801,29,Male,Business,Married,Post Graduate,3,Yes,Yes,No,73400,0.0,73400,29000,Hatchback
802,29,Male,Business,Married,Post Graduate,3,No,No,No,73800,0.0,73800,28000,Hatchback
803,29,Male,Business,Single,Post Graduate,2,No,No,No,73100,0.0,73100,23000,Hatchback
804,29,Male,Business,Married,Graduate,3,Yes,No,Yes,46900,400.0,47300,20000,Hatchback
805,29,Male,Business,Married,Post Graduate,3,Yes,No,No,73400,0.0,73400,20000,Sedan
806,29,Male,Business,Married,Post Graduate,3,Yes,Yes,No,73000,0.0,73000,19000,Sedan
807,29,Male,Business,Married,Post Graduate,3,No,No,No,72300,0.0,72300,33000,Hatchback
808,29,Male,Business,Married,Graduate,3,Yes,Yes,Yes,49800,23500.0,73300,20000,Sedan
809,29,Male,Business,Married,Post Graduate,2,No,No,No,69300,0.0,69300,20000,Sedan
810,29,Male,Business,Married,Post Graduate,3,Yes,No,No,68200,0.0,68200,26000,Sedan
811,29,Male,Salaried,Married,Graduate,3,Yes,No,Yes,42700,25300.0,68000,21000,Sedan
812,29,Male,Salaried,Single,Post Graduate,2,No,Yes,No,66700,0.0,66700,24000,Hatchback
813,29,Male,Salaried,Married,Post Graduate,3,Yes,No,No,66900,0.0,66900,23000,Hatchback
814,29,Male,Business,Single,Post Graduate,2,Yes,No,No,66400,0.0,66400,20000,Hatchback
815,29,Male,Business,Married,Post Graduate,4,No,No,No,65800,0.0,65800,33000,Hatchback
816,29,Male,Salaried,Married,Post Graduate,4,No,Yes,No,65100,0.0,65100,32000,Hatchback
817,29,Male,Salaried,Married,Post Graduate,3,No,Yes,No,65600,0.0,65600,20000,Sedan
818,29,Male,Salaried,Married,Post Graduate,1,No,No,No,64900,0.0,64900,40000,Sedan
819,29,Male,Salaried,Married,Post Graduate,2,Yes,No,No,64200,0.0,64200,39000,Sedan
820,29,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,64900,0.0,64900,35000,Sedan
821,29,Male,Business,Married,Post Graduate,3,Yes,Yes,No,64400,0.0,64400,32000,Hatchback
822,29,Male,Salaried,Married,Post Graduate,1,Yes,Yes,No,63100,0.0,63100,50000,Sedan
823,29,Male,Business,Married,Post Graduate,2,Yes,Yes,No,63800,0.0,63800,32000,Hatchback
824,29,Male,Salaried,Married,Post Graduate,4,No,Yes,No,63000,0.0,63000,31000,Sedan
825,29,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,63500,0.0,63500,22000,Hatchback
826,29,Male,Salaried,Single,Post Graduate,0,Yes,Yes,No,62300,0.0,62300,20000,Hatchback
827,29,Male,Salaried,Married,Post Graduate,2,Yes,No,No,61200,0.0,61200,43000,Sedan
828,29,Female,Business,Married,Post Graduate,1,Yes,No,No,60800,0.0,60800,32000,SUV
829,29,Female,Salaried,Single,Post Graduate,2,No,No,No,58200,0.0,58200,43000,Sedan
830,29,Female,Salaried,Married,Post Graduate,1,No,No,No,57700,0.0,57700,38000,Sedan
831,29,Female,Business,Married,Post Graduate,1,No,Yes,No,57600,0.0,57600,34000,Sedan
832,29,Male,Salaried,Married,Graduate,3,No,No,No,57900,0.0,57900,18000,Sedan
833,29,Male,Salaried,Married,Post Graduate,2,No,Yes,No,56000,0.0,56000,45000,Sedan
834,29,Male,Business,Single,Post Graduate,2,Yes,No,No,56600,0.0,56600,40000,Sedan
835,29,Male,Business,Single,Graduate,2,Yes,No,No,56100,0.0,56100,28000,Hatchback
836,29,Male,Business,Single,Graduate,2,Yes,No,No,54500,0.0,54500,22000,Hatchback
837,29,Male,Business,Married,Graduate,4,No,No,No,51800,0.0,51800,31000,Hatchback
838,29,Male,Business,Married,Graduate,3,No,Yes,No,51400,0.0,51400,24000,Sedan
839,29,Male,Business,Married,Graduate,3,No,No,No,50900,0.0,50900,26000,Hatchback
840,29,Male,Salaried,Married,Graduate,3,Yes,Yes,No,49400,0.0,49400,24000,Sedan
841,29,Male,Business,Married,Graduate,3,Yes,Yes,No,43700,0.0,43700,26000,Sedan
842,29,Male,Business,Married,Graduate,2,No,Yes,No,42500,0.0,42500,29000,Hatchback
